ID,Language_ID,Parameter_ID,Original_Form,Clean_IPA,SLP1_Bridge,Is_Valid
148-138-1,148,138,att,att,att,True
148-144-1,148,144,crochenn,croːcheːnn,crochenn,True
148-147-1,148,147,bican,bican,bican,True
148-149-1,148,149,moguet,moːgueːt,moguet,True
148-158-1,148,158,sab / to,sab  toː,sabto,True
148-159-1,148,159,sterenn,steːreːnn,sterenn,True
148-161-1,148,161,carrec,carreːc,carrec,True
148-161-2,148,161,main,main,main,True
148-164-1,148,164,houl,hoːul,houl,True
148-167-1,148,167,lost,loːst,lost,True
148-180-1,148,180,dant,dant,dant,True
148-181-1,148,181,pren,preːn,pren,True
148-181-2,148,181,guid,guid,guid,True
148-183-1,148,183,dou,doːu,dou,True
148-194-1,148,194,guinn,guinn,guinn,True
148-202-1,148,202,ban-,ban,ban,True
148-207-1,148,207,milin,milin,milin,True
150-10-1,150,10,torr,toːrr,torr,True
150-11-1,150,11,maur,maur,maur,True
150-12-1,150,12,atar,atar,atar,True
150-14-1,150,14,dub,dub,dub,True
150-18-1,150,18,bronn,broːnn,bronn,True
150-24-1,150,24,dibid,dibid,dibid,True
150-32-1,150,32,iben,ibeːn,iben,True
150-40-1,150,40,"licat, etc.","licat, eːtc.","licat,etc.",True
150-62-1,150,62,laun,laun,laun,True
150-63-1,150,63,rodesit,roːdeːsit,rodesit,True
150-64-1,150,64,da,da,da,True
150-68-1,150,68,bleu,bleːu,bleu,True
150-69-1,150,69,lau,lau,lau,True
150-78-1,150,78,corn,coːrn,corn,True
150-97-1,150,97,hir,hir,hir,True
150-99-1,150,99,gur,gur,gur,True
23-61-1,23,61,frukt,frukt,frukt,True
17-56-1,17,56,volar,voːlar,volar,True
38-45-1,38,45,bí eagla ar,bí eːagla ar,bíeaglaar,True
23-74-1,23,74,tungur,tungur,tungur,True
23-134-1,23,134,siga,siga,siga,True
26-14-1,26,14,swart,swart,swart,True
26-63-1,26,63,jaan,jaan,yaan,True
26-115-1,26,115,ien,ieːn,ien,True
48-203-1,48,203,lěs,lěs,lěs,True
36-48-1,36,48,slást,slást,slást,True
150-102-1,150,102,loyr,loːjr,loyr,True
150-106-1,150,106,anu,anu,anu,True
150-110-1,150,110,nouid,noːuid,nouid,True
150-111-1,150,111,nos,noːs,nos,True
150-115-1,150,115,un,un,un,True
150-122-1,150,122,coch,coːch,coch,True
150-130-1,150,130,crunn,crunn,crunn,True
150-147-1,150,147,bichan,bichan,bichan,True
150-158-1,150,158,cf. sebedlauc,cf. seːbeːdlauc,cf.sebedlauc,True
150-159-1,150,159,sseren,sseːreːn,sseren,True
150-161-1,150,161,carrecc,carreːcc,carrecc,True
150-161-2,150,161,"main, mein","main, meːin","main,mein",True
150-183-1,150,183,dou,doːu,dou,True
150-188-1,150,188,"dubr, duuir","dubr, duuir","dubr,duuir",True
150-194-1,150,194,"guinn, guenn (fem.)","guinn, gueːnn (feːm.)","guinn,guenn(fem.)",True
150-202-1,150,202,gurehic,gureːhic,gurehic,True
150-207-1,150,207,melin,meːlin,melin,True
38-13-1,38,13,beir greim,beːir greːim,beirgreim,True
38-28-1,38,28,faigh bás,faigh bás,faighbás,True
38-99-1,38,99,fear,feːar,fear,True
38-102-1,38,102,gealach,geːalach,gealach,True
38-147-1,38,147,beag,beːag,beag,True
38-149-2,38,149,toit,toːit,toit,True
115-18-1,115,18,broilleach,broːilleːach,broilleach,True
115-109-1,115,109,amhach,amhach,amhach,True
115-159-1,115,159,reul,reːul,reul,True
115-181-1,115,181,craobh,craoːbh,craobh,True
115-202-1,115,202,boireannach,boːireːannach,boireannach,True
140-14-1,140,14,dubu-/-i,dubui,dubui,True
140-133-1,140,133,graua,graua,graua,True
140-183-1,140,183,(uo-)dui,(uoː)dui,(uo)dui,True
222-115-1,222,115,ego,eːgoː,ego,True
222-183-1,222,183,"dūi, dū","duːi, duː","dUi,dU",True
222-137-1,222,137,dekhnā,deːkhnaː,dekhnA,True
222-41-1,222,41,giranā,giranaː,giranA,True
222-38-1,222,38,khānā,khaːnaː,khAnA,True
222-142-1,222,142,gānā,gaːnaː,gAnA,True
222-24-1,222,24,ā,aː,A,True
222-32-1,222,32,pīnā,piːnaː,pInA,True
222-28-1,222,28,maranā,maranaː,maranA,True
222-63-1,222,63,denā,deːnaː,denA,True
222-72-1,222,72,sunanā,sunanaː,sunanA,True
222-134-1,222,134,kahnā,kahnaː,kahnA,True
222-182-1,222,182,ghumāw,ghumaːw,ghumAw,True
222-146-1,222,146,sonā,soːnaː,sonA,True
222-166-1,222,166,pauṁranā,pauṁranaː,pauṁranA,True
222-143-1,222,143,baiṭhnā,baiʈhnaː,baiwhnA,True
222-178-1,222,178,bāndhnā,baːndhnaː,bAndhnA,True
222-177-1,222,177,pheṅkal,pheːṅkal,pheṅkal,True
222-176-1,222,176,tíni,tíni,tíni,True
222-59-1,222,59,chāri,chaːri,chAri,True
140-18-1,140,18,brunnio-,brunnioː,brunnio,True
140-23-1,140,23,ougro-,oːugroː,ougro,True
140-33-1,140,33,tarto-,tartoː,tarto,True
140-37-1,140,37,diarā,diaraː,diarA,True
140-37-2,140,37,talamo-,talamoː,talamo,True
140-38-1,140,38,depro-,deːproː,depro,True
140-50-1,140,50,aidu-,aidu,aidu,True
140-58-2,140,58,kokso-,koːksoː,kokso,True
140-64-2,140,64,matu-,matu,matu,True
140-78-2,140,78,banno-,bannoː,banno,True
140-88-1,140,88,uid-,uid,uid,True
140-101-1,140,101,kiko-,kikoː,kiko,True
140-104-1,140,104,"bergona, briga","beːrgoːna, briga","bergona,briga",True
140-112-1,140,112,srogna,sroːgna,srogna,True
140-115-1,140,115,oino-,oːinoː,oino,True
140-109-1,140,109,man-,man,man,True
140-130-1,140,130,kurro-,kurroː,kurro,True
140-134-1,140,134,labaro-,labaroː,labaro,True
140-138-1,140,138,silo-,siloː,silo,True
140-143-1,140,143,sed-,seːd,sed,True
140-161-1,140,161,akaunon,akaunoːn,akaunon,True
140-164-1,140,164,sonno-,soːnnoː,sonno,True
140-167-1,140,167,losto-,loːstoː,losto,True
140-179-1,140,179,tengua,teːngua,tengua,True
140-186-1,140,186,tess(i)-/teđđ(I)-,teːss(i)teːđđ(i),tess(i)teđđ(i),True
140-207-1,140,207,melino-,meːlinoː,melino,True
145-93-1,145,93,fuot,fuoːt,fuot,True
145-90-1,145,90,läa,läa,läa,True
145-48-2,145,48,slå'ss,slå'ss,slå'ss,True
32-8-1,32,8,floiós,floːiós,floiós,True
32-37-1,32,37,chṓma,chṓma,chṓma,True
32-62-1,32,62,gemátos,geːmátoːs,gemátos,True
32-87-1,32,87,gónato,gónatoː,gónato,True
32-130-1,32,130,stroggylós,stroːggjlós,stroggylós,True
110-144-1,110,144,dérma,dérma,dérma,True
145-20-1,145,20,brinna,brinna,brinna,True
145-134-1,145,134,saia,saia,saia,True
145-147-2,145,147,smą̊,smą̊,smą̊,True
145-150-1,145,150,sliet,slieːt,sliet,True
145-203-1,145,203,skuog,skuoːg,skuog,True
69-11-1,69,11,stor,stoːr,stor,True
69-20-1,69,20,brinna,brinna,brinna,True
69-18-1,69,18,bröst,bröst,bröst,True
69-35-1,69,35,damm,damm,damm,True
69-42-1,69,42,långt borta,långt boːrta,långtborta,True
69-45-1,69,45,vara rädd,vara rädd,vararädd,True
69-48-1,69,48,slåss,slåss,slåss,True
69-55-1,69,55,blomma,bloːmma,blomma,True
69-74-1,69,74,tung,tung,tung,True
23-42-1,23,42,fjarur,fjarur,fyarur,True
23-49-1,23,49,naglur,naglur,naglur,True
23-62-1,23,62,fullur,fullur,fullur,True
23-78-1,23,78,horn,hoːrn,horn,True
23-80-1,23,80,jaga,jaga,yaga,True
23-87-1,23,87,knæ,knæ,knæ,True
23-118-1,23,118,spæla,spæla,spæla,True
23-120-1,23,120,skúgva,skúgva,skúgva,True
23-130-1,23,130,rundur,rundur,rundur,True
23-148-1,23,148,lukta,lukta,lukta,True
23-165-1,23,165,hovna,hoːvna,hovna,True
23-182-1,23,182,venda,veːnda,venda,True
23-187-1,23,187,vaska,vaska,vaska,True
69-138-1,69,138,frö,frö,frö,True
69-160-1,69,160,pinne,pinneː,pinne,True
69-190-2,69,190,blöt,blöt,blöt,True
20-7-1,20,7,dårlig,dårlig,dårlig,True
20-10-1,20,10,mave,maveː,mave,True
20-30-1,20,30,snavset,snavseːt,snavset,True
20-42-1,20,42,langt væk,langt væk,langtvæk,True
20-48-1,20,48,slås,slås,slås,True
20-62-1,20,62,fuld,fuld,fuld,True
20-76-1,20,76,slå,slå,slå,True
20-18-1,20,18,bryst,brjst,bryst,True
20-91-1,20,91,blad,blad,blad,True
20-102-1,20,102,måne,måneː,måne,True
20-118-1,20,118,spille,spilleː,spille,True
20-120-1,20,120,skubbe,skubbeː,skubbe,True
20-138-1,20,138,frø,frø,frø,True
20-196-1,20,196,vid,vid,vid,True
23-95-1,23,95,búgva,búgva,búgva,True
36-10-1,36,10,kviður,kviður,kviður,True
36-45-3,36,45,óttast,óttast,óttast,True
36-48-2,36,48,berjast,beːrjast,beryast,True
36-62-1,36,62,fullur,fullur,fullur,True
36-87-1,36,87,"kné, hné","kné, hné","kné,hné",True
36-95-1,36,95,búa,búa,búa,True
36-130-1,36,130,kringlóttur,kringlóttur,kringlóttur,True
36-167-1,36,167,rófa,rófa,rófa,True
36-204-1,36,204,ormur,oːrmur,ormur,True
157-4-1,157,4,aska,aska,aska,True
157-6-1,157,6,rygger,rjggeːr,rygger,True
157-6-2,157,6,baker,bakeːr,baker,True
157-7-1,157,7,ilder,ildeːr,ilder,True
157-7-2,157,7,onder,oːndeːr,onder,True
157-8-1,157,8,barker,barkeːr,barker,True
157-10-1,157,10,buker,bukeːr,buker,True
157-11-1,157,11,stor,stoːr,stor,True
157-11-2,157,11,mykil,mjkil,mykil,True
157-12-1,157,12,fughl,fughl,fughl,True
157-13-1,157,13,bita,bita,bita,True
157-14-1,157,14,svarter,svarteːr,svarter,True
157-15-1,157,15,blodh,bloːdh,blodh,True
157-17-1,157,17,ben,beːn,ben,True
157-18-1,157,18,bryst,brjst,bryst,True
157-19-1,157,19,anda,anda,anda,True
157-20-1,157,20,brinna,brinna,brinna,True
157-22-1,157,22,sky,skj,sky,True
157-23-1,157,23,kalder,kaldeːr,kalder,True
157-24-1,157,24,koma,koːma,koma,True
157-25-1,157,25,tälia,tälia,tälia,True
157-27-1,157,27,dagher,dagheːr,dagher,True
157-28-1,157,28,döia,döia,döia,True
157-29-1,157,29,grava,grava,grava,True
157-30-1,157,30,oren,oːreːn,oren,True
157-31-1,157,31,hunder,hundeːr,hunder,True
157-32-1,157,32,drikka,drikka,drikka,True
157-33-1,157,33,thör,thör,thör,True
157-35-1,157,35,dust,dust,dust,True
157-36-1,157,36,öra,öra,öra,True
157-37-1,157,37,iordh,ioːrdh,iordh,True
157-38-1,157,38,äta,äta,äta,True
157-39-1,157,39,äg,äg,äg,True
157-40-1,157,40,ögha,ögha,ögha,True
157-41-1,157,41,falla,falla,falla,True
157-42-1,157,42,langt,langt,langt,True
157-45-1,157,45,frukta,frukta,frukta,True
157-46-1,157,46,fiädher,fiädheːr,fiädher,True
157-48-1,157,48,slas,slas,slas,True
157-49-1,157,49,naghl,naghl,naghl,True
157-50-1,157,50,elder,eːldeːr,elder,True
157-51-1,157,51,fisker,fiskeːr,fisker,True
157-52-1,157,52,fäm,fäm,fäm,True
157-55-1,157,55,blomster,bloːmsteːr,blomster,True
157-56-1,157,56,flygha,fljgha,flygha,True
157-57-1,157,57,thoka,thoːka,thoka,True
157-58-1,157,58,foter,foːteːr,foter,True
157-59-1,157,59,fiurir,fiurir,fiurir,True
157-60-1,157,60,frysa,frjsa,frysa,True
157-61-1,157,61,frukt,frukt,frukt,True
157-62-1,157,62,fulder,fuldeːr,fulder,True
157-63-1,157,63,giva,giva,giva,True
157-64-1,157,64,godher,goːdheːr,godher,True
157-65-1,157,65,gräs,gräs,gräs,True
157-66-1,157,66,grön,grön,grön,True
157-68-1,157,68,har,har,har,True
157-69-1,157,69,hand,hand,hand,True
157-71-1,157,71,hovudh,hoːvudh,hovudh,True
157-72-1,157,72,höra,höra,höra,True
157-73-1,157,73,hiärta,hiärta,hiärta,True
157-74-1,157,74,thunger,thungeːr,thunger,True
157-76-1,157,76,sla,sla,sla,True
157-78-1,157,78,horn,hoːrn,horn,True
157-80-1,157,80,iägha,iägha,iägha,True
157-101-1,157,101,kiöt,kiöt,kiöt,True
157-83-1,157,83,is,is,is,True
157-86-1,157,86,dödha,dödha,dödha,True
157-87-1,157,87,knä,knä,knä,True
157-88-1,157,88,vita,vita,vita,True
157-89-1,157,89,vatn,vatn,vatn,True
157-90-1,157,90,leia,leːia,leia,True
157-92-1,157,92,vinstre,vinstreː,vinstre,True
157-93-1,157,93,lägger,läggeːr,lägger,True
157-96-1,157,96,liver,liveːr,liver,True
157-97-1,157,97,langer,langeːr,langer,True
157-98-1,157,98,lus,lus,lus,True
157-99-1,157,99,madher,madheːr,madher,True
157-102-1,157,102,mane,maneː,mane,True
157-104-1,157,104,biärgh,biärgh,biärgh,True
157-105-1,157,105,munder,mundeːr,munder,True
157-106-1,157,106,namn,namn,namn,True
157-107-1,157,107,þranger,þrangeːr,þranger,True
157-108-1,157,108,när,när,när,True
157-109-1,157,109,hals,hals,hals,True
157-110-1,157,110,nyr,njr,nyr,True
157-111-1,157,111,nat,nat,nat,True
157-112-1,157,112,näsa,näsa,näsa,True
157-114-1,157,114,gamal,gamal,gamal,True
157-115-1,157,115,en,eːn,en,True
157-118-1,157,118,leka,leːka,leka,True
157-119-1,157,119,dragha,dragha,dragha,True
157-121-1,157,121,räghn,räghn,räghn,True
157-120-1,157,120,skiuva,skiuva,skiuva,True
157-122-1,157,122,rödher,rödheːr,rödher,True
157-124-1,157,124,högre,högreː,högre,True
157-125-1,157,125,älf,älf,älf,True
157-127-1,157,127,rot,roːt,rot,True
157-130-1,157,130,runder,rundeːr,runder,True
157-132-1,157,132,salt,salt,salt,True
157-133-1,157,133,sander,sandeːr,sander,True
157-134-1,157,134,sighia,sighia,sighia,True
157-136-1,157,136,sior,sioːr,sior,True
157-137-1,157,137,sea,seːa,sea,True
157-138-1,157,138,säþ,säþ,säþ,True
157-139-1,157,139,söma,söma,söma,True
157-140-1,157,140,hvas,hvas,hvas,True
157-141-1,157,141,skamber,skambeːr,skamber,True
157-142-1,157,142,siunga,siunga,siunga,True
157-143-1,157,143,sitia,sitia,sitia,True
157-144-1,157,144,skin,skin,skin,True
157-144-2,157,144,hudh,hudh,hudh,True
157-145-1,157,145,"himil, himin","himil, himin","himil,himin",True
157-146-1,157,146,sova,soːva,sova,True
157-147-1,157,147,litil,litil,litil,True
157-147-2,157,147,smar,smar,smar,True
157-148-1,157,148,lukta,lukta,lukta,True
157-149-1,157,149,röker,rökeːr,röker,True
157-150-1,157,150,slätter,slätteːr,slätter,True
157-151-1,157,151,ormber,oːrmbeːr,ormber,True
157-152-1,157,152,snior,snioːr,snior,True
157-158-1,157,158,standa,standa,standa,True
157-159-1,157,159,stiärna,stiärna,stiärna,True
157-160-1,157,160,val,val,val,True
157-161-1,157,161,sten,steːn,sten,True
157-162-1,157,162,rätter,rätteːr,rätter,True
157-164-1,157,164,sol,soːl,sol,True
157-165-1,157,165,thrutna,thrutna,thrutna,True
157-166-1,157,166,simma,simma,simma,True
157-167-1,157,167,hali,hali,hali,True
157-171-1,157,171,thiokker,thioːkkeːr,thiokker,True
157-173-1,157,173,hyggia,hjggia,hyggia,True
157-176-1,157,176,þrir,þrir,þrir,True
157-177-1,157,177,kasta,kasta,kasta,True
157-178-1,157,178,binda,binda,binda,True
157-179-1,157,179,tunga,tunga,tunga,True
157-180-1,157,180,tan,tan,tan,True
157-181-1,157,181,trä,trä,trä,True
157-182-1,157,182,vända,vända,vända,True
157-183-1,157,183,tver,tveːr,tver,True
157-184-1,157,184,spyia,spjia,spyia,True
157-186-1,157,186,varmber,varmbeːr,varmber,True
157-186-2,157,186,heter,heːteːr,heter,True
157-187-1,157,187,thva,thva,thva,True
157-188-1,157,188,vatn,vatn,vatn,True
157-190-1,157,190,vater,vateːr,vater,True
157-194-1,157,194,hviter,hviteːr,hviter,True
157-196-1,157,196,vidher,vidheːr,vidher,True
157-198-1,157,198,vinder,vindeːr,vinder,True
157-199-1,157,199,vinge,vingeː,vinge,True
157-202-1,157,202,kona,koːna,kona,True
157-203-1,157,203,skogher,skoːgheːr,skogher,True
157-204-1,157,204,madhker,madhkeːr,madhker,True
157-206-1,157,206,ar,ar,ar,True
157-207-1,157,207,gul,gul,gul,True
58-49-1,58,49,negl,neːgl,negl,True
58-78-1,58,78,horn,hoːrn,horn,True
58-87-1,58,87,kne,kneː,kne,True
58-102-1,58,102,måne,måneː,måne,True
58-107-1,58,107,trang,trang,trang,True
58-109-1,58,109,nakke,nakkeː,nakke,True
58-119-1,58,119,dra,dra,dra,True
58-120-1,58,120,dytte,djtteː,dytte,True
58-151-1,58,151,slange,slangeː,slange,True
58-182-1,58,182,snu,snu,snu,True
145-19-2,145,19,andas,andas,andas,True
145-71-2,145,71,skolle,skoːlleː,skolle,True
145-120-1,145,120,rekå,reːkå,rekå,True
145-130-1,145,130,rund,rund,rund,True
145-136-1,145,136,av,av,av,True
145-160-1,145,160,stor,stoːr,stor,True
145-177-2,145,177,winda,winda,winda,True
145-182-1,145,182,wenda,weːnda,wenda,True
145-187-1,145,187,twå,twå,twå,True
145-202-1,145,202,kwinnfuok,kwinnfuoːk,kwinnfuok,True
20-182-1,20,182,dreje,dreːjeː,dreye,True
36-129-1,36,129,morkinn,moːrkinn,morkinn,True
23-129-1,23,129,morkin,moːrkin,morkin,True
23-160-1,23,160,keppur,keːppur,keppur,True
21-17-1,21,17,bot,boːt,bot,True
21-29-1,21,29,graven,graveːn,graven,True
21-30-1,21,30,vies,vieːs,vies,True
21-76-1,21,76,slaan,slaan,slaan,True
21-145-1,21,145,lucht,lucht,lucht,True
21-177-1,21,177,gooien,goːoːieːn,gooien,True
21-182-1,21,182,draaien,draaieːn,draaien,True
21-28-2,21,28,doodgaan,doːoːdgaan,doodgaan,True
58-89-1,58,89,innsjø,innsjø,innsyø,True
20-90-1,20,90,grine,grineː,grine,True
21-107-1,21,107,smal,smal,smal,True
21-108-1,21,108,dichtbij,dichtbij,dichtbiy,True
157-129-1,157,129,mör,mör,mör,True
127-7-1,127,7,droch,droːch,droch,True
38-18-1,38,18,ucht,ucht,ucht,True
38-22-1,38,22,scamall,scamall,scamall,True
38-29-1,38,29,tochail,toːchail,tochail,True
38-35-1,38,35,deannach,deːannach,deannach,True
38-37-1,38,37,cré,cré,cré,True
38-60-1,38,60,sioc,sioːc,sioc,True
127-60-1,127,60,seccaid,seːccaid,seccaid,True
38-74-1,38,74,trom,troːm,trom,True
38-80-1,38,80,seilg,seːilg,seilg,True
38-86-1,38,86,maraigh,maraigh,maraigh,True
38-177-1,38,177,caith,caith,caith,True
38-203-1,38,203,coill,coːill,coill,True
38-8-1,38,8,rúsc,rúsc,rúsc,True
38-148-1,38,148,bolaigh,boːlaigh,bolaigh,True
38-184-1,38,184,sceith,sceːith,sceith,True
115-66-1,115,66,gorm,goːrm,gorm,True
38-129-1,38,129,lofa,loːfa,lofa,True
127-129-1,127,129,lobtha,loːbtha,lobtha,True
115-199-1,115,199,sgiath,sgiath,sgiath,True
127-42-1,127,42,fota,foːta,fota,True
127-150-2,127,150,mín,mín,mín,True
162-4-1,162,4,bhasma(n),bhasma(n),bhasma(n),True
162-6-1,162,6,piṭṭhi,piʈʈhi,piwwhi,True
162-7-1,162,7,pāpa,paːpa,pApa,True
162-8-1,162,8,taca,taca,taca,True
162-10-1,162,10,udaro,udaroː,udaro,True
162-11-1,162,11,mahant-,mahant,mahant,True
162-12-1,162,12,pakkhin,pakkhin,pakkhin,True
162-13-1,162,13,ḍasati,ɖasati,qasati,True
162-14-1,162,14,kāla,kaːla,kAla,True
162-14-2,162,14,kanha,kanha,kanha,True
162-15-1,162,15,lohita,loːhita,lohita,True
162-17-1,162,17,aṭṭhi,aʈʈhi,awwhi,True
162-18-1,162,18,thana,thana,thana,True
162-19-1,162,19,sasati,sasati,sasati,True
162-20-1,162,20,dahati,dahati,dahati,True
162-22-1,162,22,megho,meːghoː,megho,True
162-23-1,162,23,sīta,siːta,sIta,True
162-24-1,162,24,āgacchati,aːgacchati,Agacchati,True
162-25-1,162,25,gaṇeti,gaɳeːti,gaReti,True
162-27-1,162,27,diva,diva,diva,True
162-28-1,162,28,marati,marati,marati,True
162-29-1,162,29,khaṇati,khaɳati,khaRati,True
162-30-1,162,30,malina,malina,malina,True
162-31-1,162,31,suṇa,suɳa,suRa,True
162-32-1,162,32,pivati/pibati,pivatipibati,pivatipibati,True
162-33-1,162,33,sukkha,sukkha,sukkha,True
162-35-1,162,35,reṇu,reːɳu,reRu,True
162-36-1,162,36,kaṇṇa,kaɳɳa,kaRRa,True
162-37-1,162,37,bhūmi,bhuːmi,bhUmi,True
162-38-1,162,38,adeti,adeːti,adeti,True
162-39-1,162,39,aṇḍa,aɳɖa,aRqa,True
162-40-1,162,40,akkhi,akkhi,akkhi,True
162-41-1,162,41,patati,patati,patati,True
162-42-1,162,42,dūra,duːra,dUra,True
162-45-1,162,45,dara (*darati),dara (*darati),dara(*darati),True
162-46-1,162,46,paṇṇa,paɳɳa,paRRa,True
162-48-1,162,48,yodheti,joːdheːti,yodheti,True
162-49-1,162,49,nakha,nakha,nakha,True
162-50-1,162,50,aggi,aggi,aggi,True
162-51-1,162,51,maccha,maccha,maccha,True
162-52-1,162,52,pañca,pañca,pañca,True
162-55-1,162,55,puppha,puppha,puppha,True
162-56-1,162,56,uḍḍeti,uɖɖeːti,uqqeti,True
162-57-1,162,57,mahikā,mahikaː,mahikA,True
162-58-1,162,58,pāda (pādo),paːda (paːdoː),pAda(pAdo),True
162-59-1,162,59,catur,catur,catur,True
162-60-1,162,60,sīyati,siːjati,sIyati,True
162-61-1,162,61,phala,phala,phala,True
162-62-1,162,62,puṇṇa,puɳɳa,puRRa,True
162-63-1,162,63,dadāti,dadaːti,dadAti,True
162-65-1,162,65,tiṇa,tiɳa,tiRa,True
162-68-1,162,68,kesa,keːsa,kesa,True
162-69-1,162,69,hattha,hattha,hattha,True
162-71-1,162,71,sira,sira,sira,True
162-72-1,162,72,suṇāti,suɳaːti,suRAti,True
162-73-1,162,73,hadayaṁ,hadajaṁ,hadayaṁ,True
162-74-1,162,74,garu,garu,garu,True
162-76-1,162,76,abhihanati,abhihanati,abhihanati,True
162-78-1,162,78,singaṁ,singaṁ,singaṁ,True
162-83-1,162,83,hima,hima,hima,True
162-86-1,162,86,māreti,maːreːti,mAreti,True
162-87-1,162,87,jānu,jaːnu,yAnu,True
162-88-1,162,88,jānāti,jaːnaːti,yAnAti,True
162-89-1,162,89,sara,sara,sara,True
162-90-1,162,90,hasati,hasati,hasati,True
162-91-1,162,91,patta,patta,patta,True
162-92-1,162,92,vāma,vaːma,vAma,True
162-93-1,162,93,janghā,janghaː,yanghA,True
162-95-1,162,95,jīvati,jiːvati,yIvati,True
162-96-1,162,96,yakana,jakana,yakana,True
162-97-1,162,97,dīgha,diːgha,dIgha,True
162-98-1,162,98,ūkā,uːkaː,UkA,True
162-99-1,162,99,nara,nara,nara,True
162-101-1,162,101,maŋsa (maṁsaṁ),maŋsa (maṁsaṁ),maNsa(maṁsaṁ),True
162-102-1,162,102,canda,canda,canda,True
162-104-1,162,104,pabbata,pabbata,pabbata,True
162-105-1,162,105,mukha,mukha,mukha,True
162-106-1,162,106,nāma,naːma,nAma,True
162-108-1,162,108,antika,antika,antika,True
162-109-1,162,109,gīvā,giːvaː,gIvA,True
162-110-1,162,110,nava,nava,nava,True
162-111-1,162,111,ratti,ratti,ratti,True
162-112-1,162,112,nāsā,naːsaː,nAsA,True
162-114-1,162,114,vuḍḍha,vuɖɖha,vuqqha,True
162-115-1,162,115,eka,eːka,eka,True
162-118-1,162,118,kīḷati,kiːḷati,kIḷati,True
162-119-1,162,119,kaḍḍhati,kaɖɖhati,kaqqhati,True
162-120-1,162,120,nudati,nudati,nudati,True
162-121-1,162,121,vassa,vassa,vassa,True
162-122-1,162,122,lohita,loːhita,lohita,True
162-124-1,162,124,dakkhiṇa,dakkhiɳa,dakkhiRa,True
162-125-1,162,125,nadī,nadiː,nadI,True
162-127-1,162,127,mūla,muːla,mUla,True
162-129-1,162,129,pūtika,puːtika,pUtika,True
162-130-1,162,130,guḷa,guḷa,guḷa,True
162-132-1,162,132,loṇa,loːɳa,loRa,True
162-133-1,162,133,vālukā,vaːlukaː,vAlukA,True
162-134-1,162,134,vac ≠ vatti,vac ≠ vatti,vac≠vatti,True
162-136-1,162,136,samudda,samudda,samudda,True
162-137-1,162,137,dakkhati,dakkhati,dakkhati,True
162-139-1,162,139,sibbati,sibbati,sibbati,True
162-142-1,162,142,gāyati,gaːjati,gAyati,True
162-143-1,162,143,nisīdati,nisiːdati,nisIdati,True
162-144-1,162,144,camma,camma,camma,True
162-145-1,162,145,ākāsa,aːkaːsa,AkAsa,True
162-146-1,162,146,supati,supati,supati,True
162-147-1,162,147,khudda,khudda,khudda,True
162-148-1,162,148,ghāyati,ghaːjati,ghAyati,True
162-149-1,162,149,dhūma,dhuːma,dhUma,True
162-150-1,162,150,saṇha,saɳha,saRha,True
162-151-1,162,151,sappa,sappa,sappa,True
162-152-1,162,152,hima,hima,hima,True
162-207-1,162,207,pīta,piːta,pIta,True
162-206-1,162,206,(saŋ)vacchara,(saŋ)vacchara,(saN)vacchara,True
162-204-1,162,204,kimi,kimi,kimi,True
162-203-1,162,203,vana,vana,vana,True
162-202-1,162,202,itthī,itthiː,itthI,True
162-199-1,162,199,pakkha,pakkha,pakkha,True
162-198-1,162,198,vāta,vaːta,vAta,True
162-196-1,162,196,uru,uru,uru,True
162-194-1,162,194,sukka,sukka,sukka,True
162-190-1,162,190,adda,adda,adda,True
162-188-1,162,188,udaka,udaka,udaka,True
162-188-2,162,188,āpa,aːpa,Apa,True
162-187-1,162,187,dhopati,dhoːpati,dhopati,True
162-186-1,162,186,uṇha,uɳha,uRha,True
162-184-1,162,184,vamati,vamati,vamati,True
162-183-1,162,183,dvi,dvi,dvi,True
162-182-1,162,182,vaṭṭati,vaʈʈati,vawwati,True
162-181-1,162,181,rukkha,rukkha,rukkha,True
162-180-1,162,180,danta,danta,danta,True
162-179-1,162,179,jivhā,jivhaː,yivhA,True
162-178-1,162,178,bandhati,bandhati,bandhati,True
162-177-1,162,177,khipati,khipati,khipati,True
162-176-1,162,176,tayo,tajoː,tayo,True
162-159-1,162,159,tārakā,taːrakaː,tArakA,True
162-160-1,162,160,laṭṭhi,laʈʈhi,lawwhi,True
162-161-1,162,161,amha/asama,amhaasama,amhaasama,True
162-161-2,162,161,pāsāṇa,paːsaːɳa,pAsARa,True
162-162-1,162,162,uj(j)u,uj(j)u,uy(y)u,True
162-164-1,162,164,suriya,surija,suriya,True
162-165-1,162,165,phāti,phaːti,phAti,True
162-166-1,162,166,pilavati/palavati,pilavatipalavati,pilavatipalavati,True
162-167-1,162,167,puccha,puccha,puccha,True
162-167-2,162,167,laṅgula,laṅgula,laṅgula,True
162-171-1,162,171,bahala,bahala,bahala,True
162-173-1,162,173,cinteti,cinteːti,cinteti,True
55-184-1,55,184,zwracać,zwracać,zwracać,True
73-24-1,73,24,prijti,prijti,priyti,True
73-64-1,73,64,horošij,hoːroːʃij,horoʃiy,True
73-18-1,73,18,grudi,grudi,grudi,True
73-49-1,73,49,nìgot′,nìgoːt′,nìgot′,True
73-62-1,73,62,novnij,noːvnij,novniy,True
73-78-1,73,78,rìg,rìg,rìg,True
73-87-1,73,87,kolìno,koːlìnoː,kolìno,True
